solo_id,performer,phrase_number,length_beats,num_notes,note_density,pitch_mean,pitch_range,pitch_std,rest_ratio,contour,starts_on_downbeat,phrase_duration,phrase_token
1,Art Pepper,20,1.7429478458049914,7,4.016184429641958,79.57142857142857,9,2.821202522590214,0.0940882597835169,ascending,True,0.8714739229024957,PHRASE_39
1,Art Pepper,21,3.187755102040825,2,0.627400768245837,85.0,2,1.0,0.0140845070422574,arch,False,1.5938775510204124,PHRASE_18
1,Art Pepper,22,5.023945578231292,17,3.383794616259547,75.58823529411765,16,4.716165235959399,0.1445593890483572,descending,True,2.511972789115646,PHRASE_57
1,Art Pepper,23,6.016326530612247,16,2.6594301221166883,69.3125,11,3.736956482219187,0.3239484396200785,flat,True,3.008163265306123,PHRASE_13
1,Art Pepper,24,0.6443537414966158,2,3.1038851351350525,70.5,3,1.5,0.0720720720721102,flat,False,0.3221768707483079,PHRASE_48
1,Art Pepper,25,0.5572789115646515,3,5.383300781249752,72.33333333333333,3,1.247219128924647,0.0963541666667158,flat,False,0.2786394557823257,PHRASE_09
1,Art Pepper,26,9.189024943310642,32,3.4824151852254053,70.59375,18,5.030279409486117,0.1419222379058128,descending,False,4.594512471655321,PHRASE_12
1,Art Pepper,27,3.333514739229031,5,1.4999183717892877,80.8,9,3.4292856398964497,0.1430942533739584,arch,True,1.6667573696145157,PHRASE_24
1,Art Pepper,28,7.198095238095249,20,2.7785128340830867,70.2,19,6.120457499239742,0.1226136922088264,descending,False,3.5990476190476244,PHRASE_40
1,Art Pepper,29,2.359999999999985,9,3.8135593220339223,78.11111111111111,7,2.3778816176702997,0.2904608170951932,arch,False,1.1799999999999926,PHRASE_51
1,Art Pepper,30,5.638775510204084,12,2.1281216069489677,82.41666666666667,10,2.9285472318009296,0.355169501749302,flat,False,2.819387755102042,PHRASE_51
1,Art Pepper,31,12.29795918367347,37,3.0086292731496846,72.64864864864865,21,6.874222181911344,0.1662167643913394,descending,False,6.148979591836735,PHRASE_32
1,Art Pepper,32,6.81795918367348,10,1.4667145593869708,70.6,12,3.746998799039039,0.2108876117496819,ascending,False,3.40897959183674,PHRASE_03
1,Art Pepper,33,2.1794557823129423,5,2.2941506960484244,81.6,9,3.261901286060018,0.0729550325655082,ascending,False,1.0897278911564712,PHRASE_18
1,Art Pepper,34,0.8997732426303742,1,1.111391129032272,91.0,0,0.0,0.0,flat,False,0.4498866213151871,PHRASE_18
1,Art Pepper,35,13.11056689342402,28,2.135681868496792,73.42857142857143,27,7.729482386239306,0.2511691941554063,descending,False,6.555283446712011,PHRASE_32
1,Art Pepper,36,1.2775510204081684,5,3.9137380191693136,70.4,4,1.4966629547095764,0.1389776357827555,flat,True,0.6387755102040842,PHRASE_39
1,Art Pepper,37,0.6211337868481337,2,3.2199182242987483,72.0,4,2.0,0.0607476635514296,ascending,False,0.3105668934240668,PHRASE_53
1,Art Pepper,38,0.8243083900227361,3,3.6394146126757896,74.66666666666667,9,3.681787005729087,0.1197183098592127,ascending,False,0.4121541950113681,PHRASE_39
1,Art Pepper,39,7.067346938775472,15,2.122437193185111,76.86666666666666,12,3.9810663004889646,0.2240574967112617,descending,False,3.533673469387736,PHRASE_24
1,Art Pepper,40,2.9769614512471207,10,3.359129825416705,73.6,33,10.297572529484802,0.4321928033880631,descending,False,1.4884807256235604,PHRASE_58
1,Art Pepper,41,6.976145124716538,19,2.7235671936758954,65.21052631578948,19,6.186393791543206,0.1441777615976789,ascending,False,3.488072562358269,PHRASE_40
1,Art Pepper,42,3.742857142857133,12,3.206106870229016,74.16666666666667,17,4.412734098291242,0.1804798255179711,ascending,False,1.8714285714285663,PHRASE_57
1,Art Pepper,43,1.0710204081632355,3,2.8010670731708096,73.0,5,2.160246899469287,0.2547425474254637,descending,False,0.5355102040816178,PHRASE_14
1,Art Pepper,44,7.994920634920675,19,2.376508894536202,76.42105263157895,18,3.77409158778896,0.2330731530223417,descending,False,3.997460317460338,PHRASE_06
1,Art Pepper,45,4.428934240362821,15,3.38681930819799,64.53333333333333,10,2.4729649321321876,0.2228184070941399,ascending,True,2.2144671201814106,PHRASE_20
2,Art Pepper,1,0.835918367346939,3,3.588867187499999,72.66666666666667,5,2.0548046676563256,0.0763888888888888,ascending,False,0.4179591836734695,PHRASE_39
2,Art Pepper,2,1.973696145124716,3,1.5199908088235297,65.66666666666667,5,2.0548046676563256,0.2029411764705886,ascending,True,0.986848072562358,PHRASE_49
2,Art Pepper,3,0.8359183673469381,3,3.5888671875000027,66.66666666666667,7,2.8674417556808756,0.1319444444444456,ascending,False,0.417959183673469,PHRASE_53
2,Art Pepper,4,0.4121541950113379,2,4.852552816901408,68.5,3,1.5,0.3380281690140828,arch,False,0.2060770975056689,PHRASE_50
2,Art Pepper,5,0.8359183673469417,3,3.5888671874999876,71.66666666666667,5,2.357022603955158,0.0555555555555565,arch,False,0.4179591836734708,PHRASE_53
2,Art Pepper,6,2.856054421768704,6,2.1008003048780513,73.0,7,2.516611478423583,0.2073170731707303,flat,True,1.428027210884352,PHRASE_14
2,Art Pepper,7,1.201632653061225,4,3.3288043478260865,72.0,5,2.1213203435596424,0.0724637681159409,flat,False,0.6008163265306123,PHRASE_53
2,Art Pepper,8,6.350657596371878,12,1.8895680987202936,67.75,14,4.02336923485777,0.0639853747714817,descending,False,3.175328798185939,PHRASE_42
2,Art Pepper,9,7.941224489795914,17,2.1407277960526327,67.17647058823529,14,4.395656868769271,0.2463450292397681,arch,True,3.970612244897957,PHRASE_38
2,Art Pepper,10,5.479909297052153,13,2.3723020391949157,71.3076923076923,15,4.478746654772196,0.2563559322033898,ascending,False,2.7399546485260764,PHRASE_06
2,Art Pepper,11,7.407165532879816,14,1.8900617163009412,65.21428571428571,12,2.9320536788248277,0.1191222570532906,flat,False,3.703582766439908,PHRASE_43
2,Art Pepper,12,0.2031746031746024,1,4.921875000000018,72.0,0,0.0,0.0,flat,True,0.1015873015873012,PHRASE_09
2,Art Pepper,13,13.484988662131514,32,2.373009040034439,68.15625,13,4.338125855424206,0.289267649591046,descending,True,6.742494331065757,PHRASE_04
2,Art Pepper,14,0.3977324263038611,3,7.542759407069438,56.333333333333336,3,1.247219128924647,0.1096921322691182,flat,False,0.1988662131519305,PHRASE_35
2,Art Pepper,15,2.3234467120181392,11,4.734345721424113,65.45454545454545,20,6.27206847660376,0.1299188007495243,ascending,True,1.1617233560090696,PHRASE_62
2,Art Pepper,16,0.9404081632653032,3,3.1901041666666767,66.0,5,2.160246899469287,0.0555555555555563,ascending,False,0.4702040816326516,PHRASE_48
2,Art Pepper,17,1.1929251700680226,4,3.353102189781035,62.25,7,2.680951323690902,0.0997566909975632,descending,False,0.5964625850340113,PHRASE_53
2,Art Pepper,18,5.320272108843525,14,2.6314443535188277,59.92857142857143,16,4.267222008926813,0.1488850245499194,descending,False,2.6601360544217627,PHRASE_00
2,Art Pepper,19,2.0244897959183703,5,2.4697580645161255,53.6,8,3.0724582991474434,0.0931899641577086,flat,False,1.0122448979591852,PHRASE_19
2,Art Pepper,20,1.4530612244897867,9,6.193820224719141,60.44444444444444,17,5.659036256998597,0.1607990012484516,ascending,False,0.7265306122448933,PHRASE_05
2,Art Pepper,21,4.121541950113382,14,3.396786971830983,68.57142857142857,10,3.2007652146297256,0.2112676056337959,ascending,False,2.060770975056691,PHRASE_17
2,Art Pepper,22,8.614603174603175,27,3.1342128537735845,66.55555555555556,17,4.55691036764664,0.1888792958220979,descending,False,4.307301587301588,PHRASE_12
2,Art Pepper,23,1.1900226757369694,4,3.361280487804855,72.75,5,1.7853571071357126,0.0731707317073214,arch,False,0.5950113378684847,PHRASE_53
2,Art Pepper,24,8.1966439909297,20,2.4400230169971686,68.8,18,5.221110992882645,0.1381019830028265,descending,False,4.09832199546485,PHRASE_26
2,Art Pepper,25,1.9625396825396704,12,6.114526043351703,65.83333333333333,15,4.13991411612474,0.188473448259946,ascending,False,0.9812698412698352,PHRASE_02
2,Art Pepper,26,7.257142857142867,24,3.307086614173224,69.16666666666667,16,4.904646323187388,0.0950506186726723,descending,False,3.6285714285714334,PHRASE_34
2,Art Pepper,27,1.5905668934240396,8,5.0296532846715225,69.5,9,2.958039891549808,0.1618385036496465,ascending,True,0.7952834467120198,PHRASE_02
2,Art Pepper,28,7.0240362811791215,25,3.559207128099182,69.4,15,3.794733192202055,0.0725787706611468,descending,False,3.5120181405895607,PHRASE_34
2,Art Pepper,29,11.284897959183668,30,2.6584201388888906,69.03333333333333,14,3.710196161331036,0.1543209876543288,flat,True,5.642448979591833,PHRASE_23
2,Art Pepper,30,2.0001814058957166,13,6.499410484309732,66.53846153846153,17,5.719270860135725,0.163658625068038,ascending,False,1.0000907029478583,PHRASE_05
2,Art Pepper,31,8.256326530612228,22,2.6646232944433517,67.95454545454545,18,4.866184549122208,0.164095972579258,descending,False,4.128163265306114,PHRASE_26
2,Art Pepper,32,2.0781859410431025,4,1.9247555865921615,64.75,3,1.0897247358851685,0.1005586592178774,flat,True,1.0390929705215513,PHRASE_48
2,Art Pepper,33,4.452426303854878,11,2.4705630704041703,58.90909090909091,5,1.504813214295168,0.1225554106910081,flat,False,2.226213151927439,PHRASE_49
2,Art Pepper,34,2.200816326530628,4,1.8175074183976132,54.5,7,2.5,0.0644988460270414,arch,True,1.100408163265314,PHRASE_41
2,Art Pepper,35,6.57705215419503,19,2.8888321932921364,66.57894736842105,15,4.234144286551319,0.1103265666372467,flat,True,3.288526077097515,PHRASE_26
2,Art Pepper,36,10.083265306122456,27,2.6777040155440397,70.14814814814815,15,3.7683251383635272,0.2584916522740383,arch,False,5.041632653061228,PHRASE_38
2,Art Pepper,37,5.323174603174607,18,3.3814408396946543,69.66666666666667,13,3.3166247903554,0.1733914940021812,descending,False,2.6615873015873035,PHRASE_17
2,Art Pepper,38,2.966349206349207,8,2.696917808219178,71.75,3,1.0897247358851685,0.0410958904109434,flat,False,1.4831746031746036,PHRASE_48
2,Art Pepper,39,3.471383219954646,13,3.744904891304351,71.6923076923077,3,1.2015768732164085,0.065217391304335,flat,False,1.735691609977323,PHRASE_39
2,Art Pepper,40,1.1871201814058736,4,3.369498777506175,71.75,3,1.0897247358851685,0.0709046454767654,flat,False,0.5935600907029368,PHRASE_48
2,Art Pepper,41,0.3657142857142901,1,2.734374999999967,75.0,0,0.0,0.0,flat,False,0.182857142857145,PHRASE_18
2,Art Pepper,42,12.28916099773241,36,2.9294107227208355,69.88888888888889,21,5.114129543495581,0.1731444851204397,descending,False,6.144580498866205,PHRASE_32
2,Art Pepper,43,3.909750566893422,13,3.3250202992692284,60.38461538461539,5,1.862110528755416,0.120380466303216,flat,True,1.954875283446711,PHRASE_49
2,Art Pepper,44,2.9836734693877247,12,4.0218878248974415,60.5,5,1.8027756377319943,0.1344885240918215,flat,False,1.4918367346938624,PHRASE_49
2,Art Pepper,45,3.697959183673447,19,5.137969094922768,62.21052631578947,18,5.277349288465316,0.1572847682119011,flat,False,1.8489795918367236,PHRASE_47
2,Art Pepper,46,3.17650793650796,13,4.09254447331598,64.61538461538461,17,5.399978084548998,0.128608549156224,ascending,False,1.58825396825398,PHRASE_62
2,Art Pepper,47,4.976054421768708,17,3.416361349592606,64.94117647058823,17,4.819941276616822,0.0880589125243862,ascending,False,2.488027210884354,PHRASE_62
2,Art Pepper,48,1.94530612244904,15,7.710868652958217,65.33333333333333,16,4.867123266251728,0.2150883573460291,ascending,True,0.97265306122452,PHRASE_35
2,Art Pepper,49,2.9795918367346985,15,5.034246575342458,64.93333333333334,19,6.060436361260539,0.1361643835616615,ascending,False,1.4897959183673493,PHRASE_05
2,Art Pepper,50,3.7142857142857224,25,6.730769230769216,62.76,26,8.315190917832254,0.142735042735062,ascending,True,1.8571428571428612,PHRASE_05
2,Art Pepper,51,0.4204081632652787,1,2.378640776699184,75.0,0,0.0,0.0,flat,False,0.2102040816326393,PHRASE_18
2,Art Pepper,52,1.2122448979592375,4,3.2996632996631523,86.25,1,0.4330127018922193,0.2626262626262474,arch,False,0.6061224489796189,PHRASE_39
2,Art Pepper,53,7.959183673469397,18,2.261538461538459,71.33333333333333,22,6.60807586719967,0.1717948717948753,descending,False,3.9795918367346985,PHRASE_40
2,Art Pepper,54,4.028571428571411,8,1.9858156028368883,61.875,8,2.2603926650031405,0.0517392772711744,flat,False,2.014285714285706,PHRASE_22
3,Art Pepper,1,3.225079365079366,12,3.720838665222954,60.166666666666664,7,2.074983266331455,0.2808909763334411,descending,True,1.612539682539683,PHRASE_20
3,Art Pepper,2,1.445442176870749,5,3.4591490963855405,61.6,10,3.4985711369071804,0.2399598393574303,ascending,False,0.7227210884353745,PHRASE_20
3,Art Pepper,3,2.4741043083900234,9,3.637680096784836,66.55555555555556,14,4.166296279833928,0.2695860981779522,ascending,True,1.2370521541950117,PHRASE_20
3,Art Pepper,4,4.756825396825398,9,1.8920181526962088,71.0,8,2.788866755113585,0.2949241095263511,arch,False,2.378412698412699,PHRASE_03
3,Art Pepper,5,1.0469387755102026,5,4.775828460038993,67.0,6,2.280350850198276,0.0935672514619861,descending,False,0.5234693877551013,PHRASE_09
3,Art Pepper,6,2.444988662131518,9,3.6809986644902826,61.666666666666664,12,3.2998316455372216,0.2983194836029091,descending,True,1.222494331065759,PHRASE_20
3,Art Pepper,7,0.461496598639453,2,4.3337264150943655,58.5,3,1.5,0.0817610062893079,arch,False,0.2307482993197265,PHRASE_09
3,Art Pepper,8,2.236371882086168,11,4.918681051265412,58.45454545454545,8,2.3879864611933996,0.1343283582089568,descending,False,1.118185941043084,PHRASE_60
3,Art Pepper,9,1.1469387755102003,3,2.615658362989332,70.33333333333333,3,1.247219128924647,0.1032028469750831,arch,False,0.5734693877551003,PHRASE_48
3,Art Pepper,10,7.948979591836732,17,2.138639281129654,65.58823529411765,9,2.787763673193597,0.197175866495505,descending,False,3.974489795918366,PHRASE_37
3,Art Pepper,11,5.797959183673477,15,2.5871172122492045,64.66666666666667,9,2.913569784454954,0.2773671242520227,flat,False,2.8989795918367385,PHRASE_37
3,Art Pepper,12,10.229206349206358,16,1.5641487182670213,66.625,18,4.833153732295301,0.1548188017060221,flat,False,5.114603174603179,PHRASE_26
3,Art Pepper,13,4.724489795918373,17,3.5982721382289373,67.82352941176471,16,5.6280316705247015,0.3060715142788611,ascending,False,2.3622448979591866,PHRASE_63
3,Art Pepper,14,0.9326530612244852,3,3.2166301969365585,75.0,3,1.4142135623730951,0.0525164113785471,arch,False,0.4663265306122426,PHRASE_18
3,Art Pepper,15,2.368435374149655,8,3.3777573529411833,68.5,11,3.605551275463989,0.1776960784313637,ascending,False,1.1842176870748276,PHRASE_11
3,Art Pepper,16,9.445079365079366,21,2.2233799408443127,68.19047619047619,17,4.327311357270983,0.1898359774132818,descending,False,4.722539682539683,PHRASE_26
3,Art Pepper,17,1.2163265306122495,3,2.4664429530201244,67.0,4,1.632993161855452,0.1476510067114149,descending,False,0.6081632653061249,PHRASE_48
3,Art Pepper,18,2.124625850340138,5,2.353355532786883,66.8,3,0.9797958971132712,0.1065573770491792,flat,False,1.062312925170069,PHRASE_48
3,Art Pepper,19,3.310204081632648,3,0.9062885326757104,64.66666666666667,2,0.9428090415820634,0.1590628853267572,flat,False,1.655102040816324,PHRASE_15
3,Art Pepper,20,0.7918367346938879,2,2.5257731958762557,66.5,5,2.5,0.1134020618556823,ascending,False,0.3959183673469439,PHRASE_53
3,Art Pepper,21,1.2612244897959215,3,2.378640776699023,61.0,6,2.449489742783178,0.1747572815533962,ascending,False,0.6306122448979607,PHRASE_49
3,Art Pepper,22,5.5775963718820805,10,1.792886995267756,65.5,9,2.8372521918222215,0.2428569105426591,flat,False,2.78879818594104,PHRASE_03
3,Art Pepper,23,1.281632653061223,4,3.1210191082802585,66.75,5,1.920286436967152,0.1544585987260974,ascending,False,0.6408163265306115,PHRASE_53
3,Art Pepper,24,4.559183673469377,7,1.535362578334829,65.28571428571429,10,3.368521749300456,0.1862130707251546,descending,False,2.279591836734689,PHRASE_03
3,Art Pepper,25,2.712244897959181,6,2.212189616252824,71.5,12,4.310839052125854,0.0586907449209925,ascending,False,1.3561224489795904,PHRASE_42
3,Art Pepper,26,4.440181405895686,14,3.153024329458873,69.21428571428571,20,6.154888549862174,0.2777357873879118,descending,False,2.220090702947843,PHRASE_06
3,Art Pepper,27,4.821043083900236,18,3.7336318482841593,65.72222222222223,9,2.42224770628796,0.2366985249849514,ascending,False,2.410521541950118,PHRASE_50
3,Art Pepper,28,2.104988662131518,10,4.750619411828075,68.7,8,2.531797780234432,0.1043843585047889,ascending,False,1.052494331065759,PHRASE_02
3,Art Pepper,29,3.0668934240362944,10,3.2606284658040523,71.2,12,3.867815921162743,0.2803992606284716,descending,True,1.5334467120181472,PHRASE_13
3,Art Pepper,30,2.904036281179146,13,4.4765280944498125,69.15384615384616,12,3.5267364265685077,0.1416122684823651,flat,False,1.452018140589573,PHRASE_02
3,Art Pepper,31,1.3834920634920422,4,2.8912345112437343,62.75,5,1.920286436967152,0.1856683931029789,ascending,False,0.6917460317460211,PHRASE_49
3,Art Pepper,32,5.014058956916102,6,1.19663531114327,62.5,4,1.5,0.2923299565846579,flat,False,2.507029478458051,PHRASE_37
3,Art Pepper,33,6.661224489795927,8,1.2009803921568611,64.25,5,1.5612494995995996,0.2148148148148187,flat,False,3.3306122448979636,PHRASE_37
3,Art Pepper,34,1.6805442176870995,4,2.380181347150224,70.75,10,3.960744879438715,0.1174438687392183,ascending,False,0.8402721088435499,PHRASE_53
3,Art Pepper,35,2.6513832199546528,10,3.7716162359098857,68.7,10,2.8301943396169813,0.1650103484254925,descending,True,1.3256916099773264,PHRASE_50
3,Art Pepper,36,8.238775510204079,12,1.4565271241020563,71.33333333333333,13,3.423773097362356,0.2722318553381213,flat,False,4.119387755102039,PHRASE_38
3,Art Pepper,37,1.627210884353758,5,3.0727424749163568,72.2,3,1.16619037896906,0.0898272017837294,flat,False,0.813605442176879,PHRASE_48
3,Art Pepper,38,0.3018594104308363,1,3.31280048076926,67.0,0,0.0,0.0,flat,False,0.1509297052154181,PHRASE_48
3,Art Pepper,39,2.6872562358276753,11,4.093394538765299,70.18181818181819,7,2.4052284646041735,0.0852263138353543,arch,True,1.3436281179138376,PHRASE_53
3,Art Pepper,40,0.9317006802721152,5,5.366530373831739,71.4,3,1.2,0.1090342679127714,arch,False,0.4658503401360576,PHRASE_09
3,Art Pepper,41,2.5571428571428783,7,2.7374301675977426,74.57142857142857,3,1.049781318335648,0.0710472643433516,arch,True,1.2785714285714391,PHRASE_18
3,Art Pepper,42,1.8343764172335852,8,4.361155063291079,70.5,7,2.449489742783178,0.176424050632945,arch,False,0.9171882086167926,PHRASE_50
3,Art Pepper,43,1.9415873015873049,9,4.635382603008495,68.22222222222223,18,5.92129448643299,0.1367840792301397,descending,False,0.9707936507936524,PHRASE_62
3,Art Pepper,44,7.147392290249456,13,1.8188451776649688,62.30769230769231,12,3.2671939356300466,0.2620304568527995,arch,False,3.573696145124728,PHRASE_37
4,Art Pepper,1,14.934557823129254,35,2.3435578350900523,60.91428571428571,16,3.8867645639413513,0.1523563118913352,descending,True,7.467278911564627,PHRASE_44
4,Art Pepper,2,2.093922902494331,6,2.8654350133200497,55.166666666666664,2,0.6871842709362768,0.3489203179484956,flat,True,1.0469614512471654,PHRASE_49
4,Art Pepper,3,10.347664399092968,25,2.4160041373386054,61.36,11,2.8267295590487604,0.1533094326060848,ascending,False,5.173832199546483,PHRASE_43
4,Art Pepper,4,3.4771882086167807,5,1.4379434474123536,64.2,4,1.469693845669907,0.2996661101836404,descending,True,1.7385941043083903,PHRASE_29
4,Art Pepper,5,8.725895691609985,17,1.94822406785651,58.411764705882355,10,2.8913425241045903,0.140120370466617,descending,False,4.362947845804992,PHRASE_59
4,Art Pepper,6,2.3568253968253927,5,2.12149784482759,54.6,10,3.7202150475476543,0.4285714285714264,ascending,False,1.1784126984126964,PHRASE_54
4,Art Pepper,7,2.525170068027215,7,2.7720905172413746,62.857142857142854,12,4.085814184592883,0.2356321839080499,ascending,False,1.2625850340136076,PHRASE_20
4,Art Pepper,8,12.730839002267572,24,1.8851860427836065,67.0,17,4.907477288111819,0.2275973852483838,flat,False,6.365419501133786,PHRASE_44
4,Art Pepper,9,4.37641723356009,8,1.8279792746113992,62.375,10,2.912795049432761,0.2588290155440439,ascending,True,2.188208616780045,PHRASE_37
4,Art Pepper,10,12.074376417233552,26,2.1533203125000013,64.5,20,4.885221040586047,0.186974158653844,flat,False,6.037188208616776,PHRASE_33
4,Art Pepper,11,6.521269841269827,10,1.5334436763703665,70.2,12,3.762977544445356,0.3332823344506705,descending,False,3.2606349206349137,PHRASE_13
4,Art Pepper,12,4.951655328798182,13,2.625384671746778,63.38461538461539,12,3.5849785223787825,0.2031707942555699,descending,False,2.475827664399091,PHRASE_20
4,Art Pepper,13,1.16099773242631,4,3.4453124999999822,70.0,4,1.4142135623730951,0.1175000000000035,flat,False,0.5804988662131549,PHRASE_53
4,Art Pepper,14,9.363446712018144,21,2.242763871667699,73.95238095238095,10,2.497163924214646,0.1745776503409797,ascending,False,4.681723356009073,PHRASE_38
4,Art Pepper,15,1.156734693877553,3,2.5935074100211675,77.66666666666667,11,4.784233364802441,0.1037402964008751,ascending,False,0.5783673469387764,PHRASE_57
4,Art Pepper,16,1.4448979591836633,3,2.0762711864406924,83.0,7,2.943920288775949,0.2598870056496917,ascending,True,0.7224489795918316,PHRASE_51
4,Art Pepper,17,8.601950113378706,17,1.976296046353456,77.6470588235294,16,4.575396819442366,0.1678994901752043,descending,True,4.300975056689353,PHRASE_06
4,Art Pepper,18,2.2349206349206554,3,1.3423295454545332,75.33333333333333,3,1.247219128924647,0.487012987012999,arch,False,1.1174603174603277,PHRASE_29
4,Art Pepper,19,5.358004535147387,10,1.866366468039005,71.1,13,3.9102429592034302,0.210725893824486,flat,False,2.6790022675736935,PHRASE_03
4,Art Pepper,20,2.529523809523795,12,4.743975903614485,83.5,8,2.4324199198877374,0.1101549053356339,ascending,True,1.2647619047618974,PHRASE_39
4,Art Pepper,21,2.2378231292516944,5,2.2343142023346365,79.6,7,2.576819745345025,0.1232166018158162,descending,False,1.1189115646258472,PHRASE_18
4,Art Pepper,22,2.1130158730158826,4,1.8930288461538376,74.25,5,1.920286436967152,0.3695054945054965,descending,False,1.0565079365079413,PHRASE_51
4,Art Pepper,23,3.6658503401360742,6,1.636728028503554,74.33333333333333,5,1.5986105077709063,0.228028503562939,flat,False,1.8329251700680371,PHRASE_14
4,Art Pepper,24,0.7372335600906865,2,2.712844488189037,70.5,1,0.5,0.0433070866141597,flat,False,0.3686167800453432,PHRASE_48
4,Art Pepper,25,10.179047619047624,24,2.357784431137724,71.33333333333333,14,3.975620147292187,0.3190761334473951,ascending,False,5.089523809523811,PHRASE_38
4,Art Pepper,26,5.154829931972785,10,1.9399282094594612,74.9,9,2.808914381037628,0.2426801801801719,ascending,False,2.5774149659863923,PHRASE_24
4,Art Pepper,27,0.3947392290249354,1,2.533318014705933,87.0,0,0.0,0.0,flat,True,0.1973696145124677,PHRASE_18
4,Art Pepper,28,6.487165532879828,11,1.6956558213671484,80.81818181818181,12,3.9270201939009417,0.2261154066637852,descending,True,3.243582766439914,PHRASE_24
4,Art Pepper,29,2.4758276643991053,11,4.442958675263752,76.63636363636364,6,1.822721605069402,0.0838218053927432,flat,True,1.2379138321995526,PHRASE_39
4,Art Pepper,30,2.775510204081627,8,2.882352941176477,76.625,4,1.4086784586980805,0.0558823529411884,flat,False,1.3877551020408134,PHRASE_18
4,Art Pepper,31,2.763265306122463,5,1.8094534711964456,75.2,5,1.6,0.0494830132939405,flat,False,1.3816326530612315,PHRASE_18
4,Art Pepper,32,1.4570521541950257,4,2.7452689243027617,78.5,6,2.29128784747792,0.0756972111553808,descending,False,0.7285260770975128,PHRASE_18
4,Art Pepper,33,7.816326530612258,18,2.3028720626631816,77.83333333333333,15,4.179978734661484,0.1436727589208064,ascending,True,3.908163265306129,PHRASE_24
4,Art Pepper,34,3.2246712018140613,3,0.9303274077407734,91.0,0,0.0,0.4428442844284507,flat,False,1.6123356009070309,PHRASE_51
4,Art Pepper,35,0.3510204081632651,1,2.8488372093023275,87.0,0,0.0,0.0,flat,True,0.1755102040816325,PHRASE_18
4,Art Pepper,36,1.1020408163265358,3,2.7222222222222094,83.33333333333333,3,1.247219128924647,0.1259259259259276,flat,True,0.5510204081632679,PHRASE_18
4,Art Pepper,37,10.526984126984132,26,2.4698431845597093,74.88461538461539,16,4.5516431781612425,0.220002584869894,descending,True,5.263492063492066,PHRASE_38
4,Art Pepper,38,1.3755102040817064,4,2.908011869436046,65.0,10,3.8078865529319543,0.1083086053413233,ascending,False,0.6877551020408532,PHRASE_11
